"disaster_number","historic","classification_key","disaster_group","disaster_subgroup","disaster_type","disaster_subtype","origin","associated_types","ofda_bha_response","appeal","declaration","magnitude","magnitude_scale","start_date","end_date","entry_date","last_update"
"2005-0430-MYS","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,"Pollution","No","No","Yes",NULL,"Km2","2005-08-09","2005-08-09","2005-09-12","2023-09-25"
"2005-0430-THA","No","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NULL,"Pollution","No","No","No",NULL,"Km2","2005-08-01","2005-08-01","2005-09-12","2023-09-25"
"2005-0435-THA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain",NULL,"No","No","No","90160","Km2","2005-08-13","2005-08-31","2005-11-08","2023-09-25"
"2005-0436-IRN","No","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NULL,NULL,"No","No","No",NULL,"Km2","2005-08-15","2005-08-15","2005-09-07","2023-09-25"
"2005-0457-IND","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Monsoonal rain",NULL,"No","No","No",NULL,NULL,"2005-08-24","2005-08-25","2005-09-06","2023-09-25"
"2005-0464-JPN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No","108","Kph","2005-08-25","2005-08-26","2005-09-15","2023-09-25"
"2005-0471-IND","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","12680","Km2","2005-08-26","2005-08-28","2006-02-28","2023-09-25"
"2005-0474-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Rainstorms","Slide (land, mud, snow, rock)","No","No","No","43680","Km2","2005-08-14","2005-09-05","2006-01-16","2023-09-25"
"2005-0475-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","85860","Km2","2005-08-13","2005-08-20","2005-09-07","2023-09-25"
"2005-0476-VNM","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Flood","No","No","No",NULL,"Kph","2005-08-13","2005-08-16","2005-09-07","2023-09-25"
"2005-0479-IND","No","nat-bio-epi-vir","Natural","Biological","Epidemic","Viral disease",NULL,NULL,"No","No","No","300000","Vaccinated","2005-07-29","2005-09-13","2005-10-24","2023-09-25"
"2005-0481-IND","No","nat-bio-epi-bac","Natural","Biological","Epidemic","Bacterial disease",NULL,NULL,"No","No","No",NULL,NULL,"2005-08-28","2005-08-30","2005-09-07","2024-08-29"
"2005-0487-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rains",NULL,"No","No","No",NULL,NULL,"2005-09-02","2005-09-02","2005-09-12","2023-09-25"
"2005-0492-CHN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2005-09-01","2005-09-01","2005-12-19","2023-09-25"
"2005-0492-TWN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No","227","Kph","2005-09-01","2005-09-01","2005-11-18","2023-09-25"
"2005-0497-JPN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Rain|Slide (land, mud, snow, rock)","No","No","No","144","Kph","2005-09-02","2005-09-04","2006-05-04","2023-09-25"
"2005-0497-KOR","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2005-09-08","2005-09-08","2005-09-13","2023-09-25"
"2005-0504-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain","Broken Dam/Burst bank","No","No","No","619200","Km2","2005-07-23","2005-08-16","2005-09-09","2023-09-25"
"2005-0505-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain","Broken Dam/Burst bank","No","No","No","390","Km2","2005-07-21","2005-07-22","2005-09-09","2023-09-25"
"2005-0506-MYS","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Brief torrential rain","Slide (land, mud, snow, rock)","No","No","No","1470","Km2","2005-07-17","2005-07-19","2006-01-24","2023-09-25"
"2005-0510-CHN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2005-09-11","2005-09-13","2005-12-05","2023-09-25"
"2005-0511-AFG","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Torrential rains",NULL,"No","No","No","3200","Km2","2005-09-11","2005-09-12","2006-01-13","2023-09-25"
"2005-0533-MMR","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Monsoon rains","Flood","No","No","No",NULL,NULL,"2005-09-14","2005-09-15","2005-09-28","2023-09-25"
"2005-0536-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Rain","No","No","No",NULL,"Kph","2005-09-18","2005-09-19","2006-04-27","2023-09-25"
"2005-0537-BGD","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,NULL,"No","No","No",NULL,"Kph","2005-09-20","2005-09-20","2005-09-21","2023-09-25"
"2005-0537-IND","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,NULL,"No","No","No",NULL,"Kph","2005-09-20","2005-09-20","2005-09-28","2023-09-25"
"2005-0539-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain","Slide (land, mud, snow, rock)","No","No","No","308700","Km2","2005-09-16","2005-09-19","2006-04-27","2023-09-25"
"2005-0540-CHN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Rain","No","No","Yes","198","Kph","2005-09-26","2005-09-26","2007-07-20","2023-09-25"
"2005-0540-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No","95","Kph","2005-09-15","2005-09-22","2007-07-20","2023-09-25"
"2005-0540-THA","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Broken Dam/Burst bank","No","No","No",NULL,"Kph","2005-09-26","2005-09-30","2007-07-20","2023-09-25"
"2005-0540-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","Yes","No","No","133","Kph","2005-09-27","2005-09-30","2007-07-20","2023-09-25"
"2005-0541-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NULL,"Broken Dam/Burst bank","No","No","No","312900","Km2","2005-09-14","2005-09-20","2006-04-19","2023-09-25"
"2005-0556-NPL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Late monsoon rains","Broken Dam/Burst bank|Slide (land, mud, snow, rock)","No","No","No","8030","Km2","2005-09-24","2005-09-29","2006-02-28","2023-09-25"
"2005-0565-CHN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2005-10-02","2005-10-02","2005-10-15","2023-09-25"
"2005-0565-TWN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2005-10-02","2005-10-02","2005-10-05","2023-09-25"
"2005-0575-AFG","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","7.6","Moment Magnitude","2005-10-08","2005-10-08","2014-03-26","2023-09-25"
"2005-0575-IND","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,"Fire","Yes","No","No","7.6","Moment Magnitude","2005-10-08","2005-10-08","2014-03-26","2023-09-25"
"2005-0575-PAK","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"Yes","No","No","7.6","Moment Magnitude","2005-10-08","2005-10-08","2014-03-11","2023-09-25"
"2005-0584-VNM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","8370","Km2","2005-10-07","2005-10-10","2005-10-18","2023-09-25"
"2005-0589-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","2460","Km2","2005-10-18","2005-10-19","2005-11-15","2023-09-25"
"2005-0590-BGD","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Mosoon rains",NULL,"No","No","No","22570","Km2","2005-10-03","2005-10-20","2007-01-15","2023-09-25"
"2005-0592-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","29520","Km2","2005-09-29","2005-10-06","2006-01-20","2023-09-25"
"2005-0599-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","29110","Km2","2005-10-21","2005-10-24","2005-10-25","2023-09-25"
"2005-0600-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","12380","Km2","2005-10-03","2005-10-06","2006-02-28","2023-09-25"
"2005-0603-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Broken Dam/Burst bank","No","No","No","53200","Km2","2005-09-22","2005-10-11","2005-10-25","2023-09-25"
"2005-0611-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2005-11-02","2005-11-04","2006-04-27","2023-09-25"
"2005-0627-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain",NULL,"No","No","No","131300","Km2","2005-10-23","2005-11-13","2006-04-27","2023-09-25"
"2005-0628-VNM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains",NULL,"No","No","No","28850","Km2","2005-10-20","2005-10-28","2005-11-15","2023-09-25"
"2005-0631-IND","No","nat-bio-epi-vir","Natural","Biological","Epidemic","Viral disease",NULL,NULL,"No","No","No",NULL,"Vaccinated","2005-07-01","2005-11-10","2005-11-17","2023-09-25"
"2005-0634-PAK","No","nat-bio-epi-bac","Natural","Biological","Epidemic","Bacterial disease",NULL,NULL,"No","No","No",NULL,NULL,"2005-10-01","2005-10-01","2005-11-17","2023-09-25"
"2005-0646-LKA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain","Slide (land, mud, snow, rock)","No","No","No","29870","Km2","2005-11-21","2005-11-23","2006-01-24","2023-09-25"
"2005-0651-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.2","Moment Magnitude","2005-11-26","2005-11-26","2008-05-08","2023-09-25"
"2005-0654-IRN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.9","Moment Magnitude","2005-11-27","2005-11-27","2006-03-03","2023-09-25"
"2005-0669-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rains","Broken Dam/Burst bank|Slide (land, mud, snow, rock)","No","No","Yes","4630","Km2","2005-12-05","2005-12-29","2006-01-24","2023-09-25"
"2005-0677-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Torrential rains",NULL,"No","No","No",NULL,"Km2","2005-12-02","2005-12-03","2005-12-08","2023-09-25"
"2005-0686-AFG","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","6.5","Moment Magnitude","2005-12-13","2005-12-13","2014-02-28","2023-09-25"
"2005-0690-MYS","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2005-11-23","2006-01-12","2007-02-15","2023-09-25"
"2005-0690-THA","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains","Slide (land, mud, snow, rock)","Yes","No","No",NULL,"Km2","2005-11-23","2006-01-12","2007-02-15","2023-09-25"
"2005-0694-VNM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Torrential rains","Slide (land, mud, snow, rock)","No","No","No","63090","Km2","2005-12-04","2005-12-24","2006-02-28","2023-09-25"
"2005-0701-BGD","No","nat-met-ext-sev","Natural","Meteorological","Extreme temperature","Severe winter conditions",NULL,NULL,"No","No","No","8","°C","2005-12-01","2006-01-01","2007-01-17","2023-09-25"
"2005-0701-IND","No","nat-met-ext-sev","Natural","Meteorological","Extreme temperature","Severe winter conditions",NULL,NULL,"No","No","No","2","°C","2005-12-01","2006-01-01","2007-01-17","2023-09-25"
"2005-0709-YEM","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2005-12-28","2005-12-29","2006-03-08","2023-09-25"
"2005-0713-TUR","No","nat-met-ext-sev","Natural","Meteorological","Extreme temperature","Severe winter conditions",NULL,"Snow/ice","No","No","No",NULL,"°C","2005-12-26","2006-02-06","2007-01-12","2023-09-25"
"2005-0714-PAK","No","nat-hyd-mmw-ava","Natural","Hydrological","Mass movement (wet)","Avalanche (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2005-12-27","2005-12-27","2006-03-08","2023-09-25"
"2005-0718-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2005-12-31","2006-01-03","2006-02-28","2023-09-25"
"2005-0722-PAK","No","nat-bio-epi-dis","Natural","Biological","Epidemic","Infectious disease (General)",NULL,NULL,"No","No","No",NULL,"Vaccinated","2005-12-01","2005-12-01","2006-01-05","2023-09-25"
"2005-0723-JPN","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Avalanche (Snow, Debris)|Cold wave","No","No","No",NULL,"Kph","2005-12-09","2006-01-05","2007-02-22","2023-09-25"
"2005-0723-KOR","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,NULL,"No","No","No",NULL,"Kph","2005-12-22","2005-12-25","2007-02-22","2023-09-25"
"2005-0725-AFG","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2005-12-28","2005-12-28","2006-01-10","2023-09-25"
"2005-0729-CHN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood",NULL,NULL,"No","No","No","2020","Km2","2005-05-28","2005-05-29","2006-01-16","2023-09-25"
"2005-0730-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain","Slide (land, mud, snow, rock)","No","No","No","93630","Km2","2005-06-17","2005-06-25","2006-01-16","2023-09-25"
"2005-0736-AFG","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy and melting snow",NULL,"No","No","No",NULL,"Km2","2005-12-27","2005-12-29","2006-01-18","2023-09-25"
"2005-0737-YEM","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2005-08-20","2005-08-21","2006-01-18","2023-09-25"
"2005-0738-IRN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","6","Moment Magnitude","2005-03-13","2005-03-13","2006-01-18","2023-09-25"
"2005-0740-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.2","Moment Magnitude","2005-08-05","2005-08-05","2006-01-20","2023-09-25"
"2005-0746-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Mosnoon rain",NULL,"No","No","No",NULL,"Km2","2005-07-05","2005-08-14","2006-01-24","2023-09-25"
"2005-0746-PAK","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain","Broken Dam/Burst bank","No","No","No",NULL,"Km2","2005-07-05","2005-08-14","2006-02-27","2023-09-25"
"2005-0751-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","275000","Km2","2005-07-01","2005-08-12","2006-01-24","2023-09-25"
"2005-0754-IND","No","nat-bio-epi-vir","Natural","Biological","Epidemic","Viral disease",NULL,NULL,"No","No","No",NULL,"Vaccinated","2005-12-01","2006-04-01","2006-04-20","2023-09-25"
"2005-0757-AFG","No","nat-met-ext-col","Natural","Meteorological","Extreme temperature","Cold wave",NULL,"Snow/ice","No","No","No",NULL,"°C","2005-04-09","2005-04-10","2006-03-07","2023-09-25"
"2005-0761-VNM","No","nat-bio-epi-dis","Natural","Biological","Epidemic","Infectious disease (General)",NULL,NULL,"No","No","No",NULL,"Vaccinated","2005-12-26","2006-04-02","2006-04-12","2023-09-25"
"2005-0821-NPL","No","nat-hyd-mmw-ava","Natural","Hydrological","Mass movement (wet)","Avalanche (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2005-10-20","2005-10-20","2015-06-12","2023-09-25"
"2005-0822-KHM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain",NULL,"No","No","No",NULL,"Km2","2005-09-08","2005-09-29","2005-10-03","2023-09-25"
"2005-0822-VNM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain",NULL,"No","No","No","54540","Km2","2005-09-08","2005-09-29","2005-10-03","2023-09-25"
"2005-9153-THA","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,NULL,"No","No","No","21600","Km2","2005-01-01","2005-03-01","2006-03-07","2023-09-25"
"2005-9206-KHM","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,"Food shortage|Heat wave","No","No","No",NULL,"Km2","2005-04-01","2005-04-01","2005-04-19","2023-09-25"
"2005-9277-VNM","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,NULL,"No","No","No",NULL,"Km2","2005-05-01","2005-05-01","2005-03-06","2023-09-25"
"2005-9745-CHN","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,"Fire","No","No","No",NULL,"Km2","2005-10-01","2005-10-01","2007-01-17","2023-09-25"
"2005-9746-CHN","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,NULL,"No","No","No",NULL,"Km2","2005-07-07","2005-07-07","2006-10-19","2023-09-25"
"2006-0007-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rains",NULL,"No","No","No",NULL,NULL,"2006-01-01","2006-01-04","2007-02-15","2023-09-25"
"2006-0008-CHN","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,"Cold wave","No","No","No",NULL,"Kph","2006-01-06","2006-01-14","2007-03-18","2023-09-25"
"2006-0021-AFG","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rains, snow",NULL,"No","No","No",NULL,NULL,"2006-01-13","2006-01-13","2006-01-16","2023-09-25"
"2006-0029-AFG","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Cold wave|Rain","No","No","No",NULL,"Kph","2006-01-01","2006-02-01","2006-03-20","2023-09-25"
"2006-0037-MYS","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2006-01-09","2006-01-09","2006-01-23","2023-09-25"
"2006-0040-PHL","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Tropical Depression Agaton",NULL,"No","No","No","63470","Km2","2006-01-26","2006-02-05","2007-01-04","2023-09-25"
"2006-0045-AFG","No","nat-hyd-mmw-ava","Natural","Hydrological","Mass movement (wet)","Avalanche (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2006-01-31","2006-01-31","2006-02-06","2023-09-25"
"2006-0053-TJK","No","nat-hyd-mmw-ava","Natural","Hydrological","Mass movement (wet)","Avalanche (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2006-01-26","2006-02-02","2006-02-06","2023-09-25"
